idx,timestamp,is_attack,fused_u,fused_b,fused_d,max_u,mean_u,min_b,mean_b,max_d,n_sensors,n_high_u
989,14/08/16 05,0,0.164583,0.694959,0.140458,0.998308,0.837838,0.000921,0.151871,0.284563,31,666
990,14/08/16 06,0,0.096142,0.809344,0.094514,0.998303,0.835948,0.000949,0.154485,0.221618,31,662
991,14/08/16 07,0,0.128422,0.750465,0.121113,0.997690,0.836693,0.001915,0.153451,0.234791,31,656
992,14/08/16 08,0,0.158887,0.664130,0.176983,0.998080,0.839263,0.001492,0.149957,0.239356,31,653
993,14/08/16 09,0,0.159267,0.687261,0.155912,0.997920,0.838999,0.001697,0.150300,0.242985,31,663
994,14/08/16 10,0,0.125505,0.774126,0.100369,0.997853,0.837386,0.001782,0.152599,0.189237,31,666
995,14/08/16 11,0,0.125933,0.779911,0.094157,0.997967,0.836202,0.001538,0.154301,0.147378,31,657
996,14/08/16 12,0,0.130234,0.766008,0.103757,0.998262,0.836207,0.001198,0.154381,0.114778,31,654
997,14/08/16 13,0,0.139520,0.756476,0.110573,0.998283,0.836482,0.001072,0.154050,0.141610,31,654
998,14/08/16 14,0,0.161706,0.694202,0.144092,0.998311,0.837030,0.000904,0.153186,0.202384,31,660
999,14/08/16 15,0,0.177975,0.615106,0.206919,0.998203,0.838246,0.001035,0.151166,0.276684,31,660
1000,14/08/16 16,0,0.139513,0.750990,0.117772,0.997890,0.837413,0.000806,0.152402,0.215481,31,661
1001,14/08/16 17,0,0.149705,0.731816,0.118478,0.998357,0.836964,0.000628,0.153080,0.167817,31,661
1002,14/08/16 18,0,0.139752,0.739918,0.120330,0.998066,0.836035,0.001509,0.154419,0.130696,31,657
1003,14/08/16 19,0,0.115519,0.790489,0.100808,0.998132,0.834616,0.001424,0.156399,0.101786,31,657
1004,14/08/16 20,0,0.105078,0.832537,0.069672,0.998213,0.833448,0.001320,0.158026,0.101860,31,655
1005,14/08/16 21,0,0.117602,0.801280,0.081118,0.998257,0.832605,0.001227,0.159201,0.101860,31,653
1006,14/08/16 22,0,0.087831,0.851381,0.060788,0.998271,0.831694,0.001147,0.160480,0.079329,31,652
1007,14/08/16 23,0,0.122027,0.793738,0.084234,0.997713,0.831234,0.001963,0.161168,0.125664,31,652
1008,15/08/16 00,0,0.105250,0.809864,0.084885,0.997713,0.831022,0.001565,0.161496,0.101860,31,653
1009,15/08/16 01,0,0.102610,0.828653,0.069947,0.997822,0.830993,0.001219,0.161584,0.099871,31,652
1010,15/08/16 02,0,0.119857,0.792850,0.087293,0.998303,0.832260,0.000949,0.159930,0.169688,31,654
1011,15/08/16 03,0,0.146543,0.744505,0.108953,0.998303,0.833366,0.000949,0.158439,0.169688,31,655
1012,15/08/16 04,0,0.128851,0.786457,0.085897,0.998335,0.835036,0.000759,0.156113,0.234791,31,659
1013,15/08/16 05,0,0.148465,0.709731,0.141804,0.997822,0.835896,0.001219,0.154816,0.234791,31,662
1014,15/08/16 06,0,0.127630,0.775537,0.096832,0.998303,0.836265,0.000949,0.154279,0.182856,31,660
1015,15/08/16 07,0,0.156465,0.709348,0.134187,0.998306,0.836221,0.000932,0.154226,0.214326,31,659
1016,15/08/16 08,0,0.129136,0.750323,0.121212,0.998309,0.836696,0.000918,0.153430,0.234791,31,659
1017,15/08/16 09,0,0.126692,0.787995,0.085757,0.997782,0.835533,0.001874,0.155134,0.182856,31,659
1018,15/08/16 10,0,0.136355,0.761155,0.102490,0.997814,0.834550,0.001833,0.156548,0.142408,31,657
1019,15/08/16 11,0,0.146786,0.735508,0.117705,0.997825,0.834061,0.001671,0.157228,0.125634,31,654
1020,15/08/16 12,0,0.154875,0.714458,0.130667,0.998156,0.835077,0.001301,0.155936,0.129178,31,654
1021,15/08/16 13,0,0.135041,0.747750,0.117209,0.998283,0.836536,0.001013,0.153951,0.133333,31,656
1022,15/08/16 14,0,0.154786,0.720843,0.124371,0.998330,0.837899,0.000789,0.152073,0.176990,31,662
1023,15/08/16 15,0,0.171963,0.647946,0.180091,0.998233,0.839319,0.001294,0.149821,0.248468,31,661
1024,15/08/16 16,0,0.138443,0.749278,0.112279,0.998028,0.840082,0.001557,0.148845,0.193507,31,662
1025,15/08/16 17,0,0.146309,0.738019,0.120146,0.997958,0.841803,0.001647,0.146403,0.258016,31,662
1026,15/08/16 18,0,0.144142,0.729917,0.125941,0.997564,0.841040,0.002154,0.147470,0.200943,31,666
1027,15/08/16 19,0,0.146351,0.723963,0.130269,0.997713,0.839871,0.001963,0.149165,0.156494,31,664
1028,15/08/16 20,0,0.162261,0.697952,0.139787,0.997713,0.839200,0.001963,0.150208,0.142919,31,660
1029,15/08/16 21,0,0.175548,0.666811,0.157641,0.997420,0.839043,0.002082,0.150545,0.152093,31,658
1030,15/08/16 22,0,0.184027,0.643977,0.171996,0.997978,0.839259,0.001622,0.150341,0.152543,31,659
1031,15/08/16 23,0,0.189983,0.625005,0.185012,0.997713,0.840177,0.001963,0.149165,0.157042,31,660
1032,16/08/16 00,0,0.182816,0.635207,0.181976,0.997768,0.840350,0.001538,0.148904,0.195778,31,663
1033,16/08/16 01,0,0.143980,0.721215,0.134805,0.998262,0.838826,0.001198,0.150943,0.152472,31,665
1034,16/08/16 02,0,0.134807,0.739342,0.125851,0.998262,0.837455,0.001198,0.152786,0.118745,31,659
1035,16/08/16 03,0,0.121970,0.782712,0.095318,0.998303,0.836537,0.000949,0.154016,0.109143,31,656
1036,16/08/16 04,0,0.117633,0.809899,0.080703,0.998303,0.836018,0.000949,0.154735,0.169688,31,655
1037,16/08/16 05,0,0.147017,0.742056,0.110928,0.998262,0.836267,0.001198,0.154319,0.234791,31,656
1038,16/08/16 06,0,0.148728,0.708466,0.142806,0.998290,0.836367,0.001027,0.154091,0.234791,31,658
1039,16/08/16 07,0,0.103669,0.824674,0.072135,0.998303,0.835010,0.000949,0.155958,0.182856,31,658
1040,16/08/16 08,0,0.117675,0.797237,0.085088,0.997870,0.833950,0.001761,0.157416,0.142408,31,657
1041,16/08/16 09,0,0.123767,0.779429,0.096804,0.997889,0.833277,0.001737,0.158330,0.110908,31,653
1042,16/08/16 10,0,0.126981,0.768739,0.104280,0.997978,0.832838,0.001622,0.158873,0.101860,31,652
1043,16/08/16 11,0,0.121825,0.795674,0.082500,0.998018,0.832776,0.001571,0.158965,0.130086,31,653
1044,16/08/16 12,0,0.111891,0.804745,0.083364,0.998064,0.832498,0.001479,0.159298,0.101860,31,654
1045,16/08/16 13,0,0.125296,0.778480,0.098493,0.998267,0.832745,0.001152,0.159005,0.129445,31,654
1046,16/08/16 14,0,0.138337,0.755149,0.106514,0.998312,0.833442,0.000897,0.157855,0.257016,31,655
1047,16/08/16 15,0,0.139264,0.745352,0.115384,0.998188,0.833270,0.001105,0.158123,0.200164,31,657
1048,16/08/16 16,0,0.118869,0.795545,0.085586,0.998318,0.833453,0.000861,0.157859,0.214326,31,656
1049,16/08/16 17,0,0.115517,0.815003,0.069480,0.998281,0.833046,0.001082,0.158455,0.166917,31,658
1050,16/08/16 18,0,0.116319,0.800915,0.082766,0.997970,0.832551,0.001632,0.159171,0.129995,31,655
1051,16/08/16 19,0,0.110442,0.804470,0.085088,0.998171,0.832219,0.001375,0.159672,0.101860,31,653
1052,16/08/16 20,0,0.111356,0.798632,0.090012,0.998251,0.832297,0.001265,0.159607,0.106765,31,653
1053,16/08/16 21,0,0.118268,0.803034,0.082562,0.998251,0.832791,0.001263,0.158996,0.106765,31,653
1054,16/08/16 22,0,0.125788,0.781273,0.092938,0.998254,0.833486,0.001246,0.158092,0.121242,31,654
1055,16/08/16 23,0,0.130122,0.767074,0.102804,0.998279,0.833863,0.001098,0.157614,0.120166,31,657
1056,17/08/16 00,0,0.147476,0.745330,0.109848,0.997772,0.834476,0.001887,0.156865,0.148381,31,658
1057,17/08/16 01,0,0.165798,0.682873,0.151329,0.997713,0.835270,0.001963,0.155681,0.207086,31,659
1058,17/08/16 02,0,0.179903,0.611047,0.209049,0.997794,0.836524,0.001538,0.153637,0.268219,31,659
1059,17/08/16 03,0,0.138790,0.756721,0.104489,0.998262,0.837545,0.001198,0.152317,0.234791,31,661
1060,17/08/16 04,0,0.148402,0.710622,0.140976,0.998303,0.839060,0.000949,0.150231,0.234791,31,661
1061,17/08/16 05,0,0.146697,0.743694,0.109609,0.998303,0.838732,0.000949,0.150760,0.182856,31,664
1062,17/08/16 06,0,0.139543,0.738907,0.121550,0.997713,0.837492,0.001963,0.152358,0.242300,31,664
1063,17/08/16 07,0,0.128295,0.751448,0.120256,0.997713,0.837655,0.001963,0.152128,0.234791,31,657
1064,17/08/16 08,0,0.106753,0.812967,0.080281,0.997713,0.836316,0.001963,0.153954,0.182856,31,656
1065,17/08/16 09,0,0.104054,0.812998,0.082949,0.997713,0.834823,0.001963,0.155998,0.142408,31,658
1066,17/08/16 10,0,0.097994,0.835759,0.075605,0.998028,0.833797,0.001558,0.157407,0.110908,31,654
1067,17/08/16 11,0,0.126068,0.785508,0.088424,0.997713,0.833194,0.001425,0.158267,0.125664,31,652
1068,17/08/16 12,0,0.098778,0.827334,0.073888,0.998020,0.832582,0.001110,0.159077,0.097867,31,654
1069,17/08/16 13,0,0.121837,0.779498,0.099561,0.998318,0.834797,0.000864,0.155853,0.234791,31,653
1070,17/08/16 14,0,0.154303,0.661423,0.184274,0.997832,0.836208,0.001319,0.153736,0.338318,31,657
1071,17/08/16 15,0,0.115722,0.793327,0.090951,0.998290,0.835124,0.001027,0.155293,0.263482,31,665
1072,17/08/16 16,0,0.119342,0.783225,0.097434,0.998159,0.834458,0.001390,0.156306,0.205200,31,661
1073,17/08/16 17,0,0.116045,0.812210,0.087743,0.997767,0.834897,0.001894,0.155843,0.164096,31,653
1074,17/08/16 18,0,0.138516,0.767956,0.093528,0.997713,0.834526,0.001963,0.156472,0.132722,31,654
1075,17/08/16 19,0,0.126473,0.775925,0.097602,0.997768,0.834562,0.001892,0.156465,0.114453,31,658
1076,17/08/16 20,0,0.130616,0.763108,0.106276,0.997768,0.834763,0.001892,0.156226,0.114453,31,655
1077,17/08/16 21,0,0.133231,0.754319,0.112451,0.997929,0.835136,0.001685,0.155758,0.114453,31,655
1078,17/08/16 22,0,0.138456,0.748070,0.116948,0.997917,0.836794,0.001664,0.153565,0.165704,31,658
1079,17/08/16 23,0,0.149323,0.715258,0.135419,0.998231,0.838003,0.001296,0.151670,0.238123,31,663
1080,18/08/16 00,0,0.169821,0.623391,0.206788,0.998286,0.839415,0.001055,0.149343,0.303958,31,664
1081,18/08/16 01,0,0.145775,0.723887,0.130338,0.998325,0.840261,0.000822,0.148356,0.236723,31,665
1082,18/08/16 02,0,0.146949,0.719462,0.133589,0.998303,0.841279,0.000949,0.147083,0.184360,31,664
1083,18/08/16 03,0,0.147815,0.716128,0.136058,0.998303,0.840227,0.000949,0.148654,0.143580,31,667
1084,18/08/16 04,0,0.148460,0.713594,0.137946,0.998262,0.840210,0.001182,0.148631,0.234791,31,663
1085,18/08/16 05,0,0.148947,0.709205,0.142151,0.998308,0.840895,0.000921,0.147652,0.234791,31,660
1086,18/08/16 06,0,0.156298,0.710173,0.140510,0.998303,0.840460,0.000949,0.148418,0.182856,31,661
1087,18/08/16 07,0,0.149600,0.709029,0.141371,0.997655,0.839417,0.002037,0.149984,0.142408,31,663
1088,18/08/16 08,0,0.154561,0.708146,0.142037,0.997488,0.838603,0.001933,0.151235,0.131401,31,661
1089,18/08/16 09,0,0.168914,0.679223,0.151863,0.997601,0.838436,0.001506,0.151538,0.144718,31,658
1090,18/08/16 10,0,0.177216,0.658512,0.164271,0.997978,0.838428,0.001173,0.151589,0.144538,31,660
1091,18/08/16 11,0,0.183169,0.642682,0.174148,0.997822,0.838986,0.000913,0.150894,0.145438,31,660
1092,18/08/16 12,0,0.136929,0.733580,0.129490,0.998303,0.838759,0.000711,0.150849,0.347981,31,660
1093,18/08/16 13,0,0.135222,0.737366,0.127412,0.998369,0.837405,0.000554,0.152763,0.271008,31,664
1094,18/08/16 14,0,0.134426,0.739420,0.126154,0.997656,0.836429,0.002010,0.154148,0.211061,31,657
1095,18/08/16 15,0,0.124560,0.794004,0.089792,0.997764,0.836994,0.001566,0.153453,0.169688,31,654
1096,18/08/16 16,0,0.151276,0.726147,0.122576,0.998258,0.837177,0.001219,0.153198,0.187547,31,658
1097,18/08/16 17,0,0.125358,0.768023,0.106618,0.998057,0.835666,0.001521,0.155180,0.146061,31,661
1098,18/08/16 18,0,0.129032,0.758132,0.112836,0.997853,0.834511,0.001782,0.156750,0.113753,31,657
1099,18/08/16 19,0,0.130659,0.753157,0.116184,0.997853,0.833877,0.001782,0.157615,0.113414,31,653
1100,18/08/16 20,0,0.131506,0.740589,0.138310,0.997853,0.834722,0.001450,0.156043,0.416778,31,653
1101,18/08/16 21,0,0.131995,0.748480,0.119525,0.998259,0.834568,0.001130,0.156341,0.324587,31,655
1102,18/08/16 22,0,0.132299,0.747280,0.120421,0.998306,0.834244,0.000880,0.156887,0.252788,31,657
1103,18/08/16 23,0,0.132498,0.746450,0.121052,0.998347,0.833727,0.000685,0.157659,0.196872,31,656
1104,19/08/16 00,0,0.132633,0.745859,0.121507,0.998262,0.833554,0.001198,0.157939,0.153324,31,656
1105,19/08/16 01,0,0.132728,0.745430,0.121842,0.998262,0.833189,0.001198,0.158452,0.119409,31,654
1106,19/08/16 02,0,0.124080,0.778194,0.097726,0.997853,0.832899,0.001219,0.158851,0.109525,31,656
1107,19/08/16 03,0,0.117532,0.805231,0.081792,0.998303,0.833167,0.000949,0.158498,0.169688,31,655
1108,19/08/16 04,0,0.147137,0.741977,0.110885,0.998303,0.835346,0.000949,0.155518,0.234791,31,656
1109,19/08/16 05,0,0.149639,0.703451,0.146910,0.998262,0.836845,0.001198,0.153368,0.234791,31,658
1110,19/08/16 06,0,0.143736,0.746777,0.109487,0.997968,0.836704,0.001635,0.153608,0.198353,31,665
1111,19/08/16 07,0,0.148170,0.728562,0.123267,0.998042,0.836713,0.001405,0.153689,0.166721,31,661
1112,19/08/16 08,0,0.168427,0.663869,0.167704,0.998191,0.838103,0.001094,0.151538,0.232179,31,661
1113,19/08/16 09,0,0.160155,0.679864,0.159981,0.998189,0.838387,0.000852,0.150974,0.369089,31,663
1114,19/08/16 10,0,0.155623,0.670204,0.175426,0.998199,0.839176,0.000664,0.149698,0.344982,31,660
1115,19/08/16 11,0,0.154317,0.693452,0.152231,0.998375,0.839383,0.000517,0.149621,0.268672,31,662
1116,19/08/16 12,0,0.152326,0.698070,0.149604,0.997726,0.839531,0.001684,0.149511,0.209242,31,662
1117,19/08/16 13,0,0.165290,0.666039,0.168671,0.997768,0.840490,0.001312,0.147995,0.259754,31,663
1118,19/08/16 14,0,0.131925,0.777386,0.103132,0.998262,0.840283,0.001022,0.148379,0.202297,31,661
1119,19/08/16 15,0,0.147140,0.740283,0.112577,0.998273,0.840394,0.000796,0.148333,0.157549,31,665
1120,19/08/16 16,0,0.147017,0.730471,0.122512,0.997713,0.839751,0.000620,0.149308,0.122699,31,662
1121,19/08/16 17,0,0.142920,0.732566,0.124514,0.997713,0.838756,0.000483,0.150767,0.114453,31,659
1122,19/08/16 18,0,0.146165,0.723745,0.130090,0.997921,0.837997,0.000376,0.151893,0.115924,31,658
1123,19/08/16 19,0,0.163596,0.690326,0.146078,0.998381,0.838142,0.000293,0.151787,0.141659,31,656
1124,19/08/16 20,0,0.177671,0.656353,0.165975,0.997812,0.838188,0.001835,0.151749,0.159292,31,658
1125,19/08/16 21,0,0.186643,0.626314,0.187044,0.997716,0.838407,0.001959,0.151460,0.173239,31,661
1126,19/08/16 22,0,0.193298,0.594930,0.211772,0.997713,0.838968,0.001963,0.150661,0.194835,31,660
1127,19/08/16 23,0,0.135883,0.738466,0.125651,0.997716,0.837443,0.001959,0.152734,0.151737,31,660
1128,20/08/16 00,0,0.134429,0.741115,0.124456,0.997713,0.836237,0.001963,0.154354,0.118173,31,660
1129,20/08/16 01,0,0.139981,0.742338,0.123848,0.997799,0.835859,0.001538,0.154826,0.120990,31,655
1130,20/08/16 02,0,0.139039,0.743003,0.117958,0.998262,0.837410,0.001198,0.152644,0.234791,31,653
1131,20/08/16 03,0,0.148540,0.709457,0.142003,0.998303,0.837612,0.000949,0.152211,0.234791,31,658
1132,20/08/16 04,0,0.100037,0.807083,0.092880,0.998303,0.835760,0.000949,0.154835,0.182856,31,663
1133,20/08/16 05,0,0.111968,0.812193,0.075838,0.998280,0.834955,0.000924,0.155977,0.142408,31,656
1134,20/08/16 06,0,0.132063,0.751982,0.119854,0.998260,0.836860,0.000719,0.153336,0.234791,31,651
1135,20/08/16 07,0,0.156485,0.711729,0.131786,0.998302,0.836682,0.000560,0.153565,0.182856,31,657
1136,20/08/16 08,0,0.086041,0.853685,0.067272,0.998389,0.834898,0.000436,0.156009,0.142408,31,664
1137,20/08/16 09,0,0.101313,0.829358,0.071377,0.998374,0.833886,0.000528,0.157419,0.110908,31,655
1138,20/08/16 10,0,0.115536,0.806481,0.082695,0.998102,0.833515,0.001408,0.157945,0.105029,31,652
1139,20/08/16 11,0,0.109820,0.802982,0.087198,0.998270,0.832926,0.001096,0.158752,0.087153,31,653
1140,20/08/16 12,0,0.108594,0.815698,0.084021,0.998319,0.832691,0.000854,0.159083,0.103952,31,655
1141,20/08/16 13,0,0.120339,0.790011,0.089650,0.998127,0.832637,0.001431,0.159178,0.101860,31,655
1142,20/08/16 14,0,0.120084,0.785347,0.094682,0.998100,0.833398,0.001465,0.157972,0.234791,31,655
1143,20/08/16 15,0,0.109172,0.801603,0.089225,0.997892,0.833322,0.001733,0.158108,0.182856,31,656
1144,20/08/16 16,0,0.119989,0.794161,0.092463,0.997853,0.834578,0.001782,0.156465,0.169688,31,655
1145,20/08/16 17,0,0.149926,0.718028,0.132046,0.997870,0.835452,0.001761,0.155232,0.223253,31,659
1146,20/08/16 18,0,0.118556,0.800925,0.080518,0.998157,0.834285,0.001393,0.156904,0.173869,31,662
1147,20/08/16 19,0,0.125948,0.779919,0.094134,0.998255,0.833607,0.001238,0.157919,0.135410,31,657
1148,20/08/16 20,0,0.130220,0.751093,0.126957,0.998264,0.834057,0.001184,0.157004,0.366307,31,653
1149,20/08/16 21,0,0.132935,0.756620,0.110446,0.998278,0.834644,0.001102,0.156329,0.285280,31,656
1150,20/08/16 22,0,0.135865,0.749802,0.115435,0.997741,0.835484,0.001927,0.155306,0.222176,31,655
1151,20/08/16 23,0,0.158258,0.703902,0.137840,0.997852,0.837251,0.001565,0.152766,0.211789,31,660
1152,21/08/16 00,0,0.174323,0.632032,0.193646,0.997926,0.839230,0.001219,0.149753,0.257873,31,663
1153,21/08/16 01,0,0.145285,0.712258,0.142456,0.998303,0.838693,0.000949,0.150577,0.200832,31,666
1154,21/08/16 02,0,0.136008,0.740306,0.123686,0.998303,0.839595,0.000949,0.149478,0.169688,31,661
1155,21/08/16 03,0,0.148157,0.736636,0.115207,0.997371,0.838798,0.001565,0.150606,0.169688,31,657
1156,21/08/16 04,0,0.165858,0.688471,0.145670,0.997868,0.839800,0.001219,0.149095,0.242300,31,662
1157,21/08/16 05,0,0.149485,0.704955,0.145560,0.998303,0.839189,0.000949,0.150013,0.234791,31,663
1158,21/08/16 06,0,0.131138,0.768293,0.100569,0.998267,0.838401,0.001167,0.151151,0.182856,31,663
1159,21/08/16 07,0,0.133110,0.754697,0.112194,0.997382,0.838864,0.002388,0.150551,0.169688,31,659
1160,21/08/16 08,0,0.160235,0.698353,0.142165,0.997713,0.841878,0.001963,0.146462,0.234791,31,656
1161,21/08/16 09,0,0.133220,0.765051,0.101729,0.997749,0.840677,0.001917,0.148096,0.182856,31,663
1162,21/08/16 10,0,0.138471,0.749028,0.112501,0.997549,0.839998,0.002010,0.149082,0.142408,31,666
1163,21/08/16 11,0,0.141854,0.737841,0.120305,0.997737,0.839396,0.001565,0.149908,0.121242,31,659
1164,21/08/16 12,0,0.144155,0.729787,0.126058,0.997822,0.838805,0.001219,0.150717,0.114453,31,659
1165,21/08/16 13,0,0.145777,0.723867,0.130355,0.998303,0.838728,0.000949,0.150885,0.117533,31,659
1166,21/08/16 14,0,0.151910,0.719450,0.133599,0.997792,0.839128,0.001538,0.150443,0.149510,31,659
1167,21/08/16 15,0,0.170054,0.660042,0.169904,0.998262,0.839635,0.001198,0.149562,0.222134,31,662
1168,21/08/16 16,0,0.184360,0.578916,0.236724,0.998296,0.840578,0.000946,0.147860,0.301137,31,662
1169,21/08/16 17,0,0.150233,0.711656,0.139397,0.997768,0.840865,0.000737,0.147683,0.234526,31,662
1170,21/08/16 18,0,0.161380,0.697566,0.141054,0.997929,0.840697,0.000574,0.148080,0.182649,31,663
1171,21/08/16 19,0,0.169394,0.677138,0.153468,0.998387,0.840220,0.000447,0.148876,0.142247,31,664
1172,21/08/16 20,0,0.178363,0.655786,0.165851,0.997946,0.840052,0.001664,0.149219,0.145438,31,661
1173,21/08/16 21,0,0.187735,0.622279,0.189986,0.998185,0.840929,0.001332,0.148009,0.200411,31,661
1174,21/08/16 22,0,0.182145,0.598128,0.219726,0.998289,0.840131,0.001037,0.148969,0.279165,31,662
1175,21/08/16 23,0,0.192962,0.526767,0.280271,0.998318,0.838962,0.000861,0.150359,0.316225,31,663
1176,22/08/16 00,0,0.197608,0.512101,0.290292,0.998036,0.838039,0.001538,0.151592,0.246277,31,659
1177,22/08/16 01,0,0.164384,0.614011,0.221605,0.998262,0.837204,0.001198,0.152785,0.191800,31,656
1178,22/08/16 02,0,0.157227,0.707582,0.154473,0.998262,0.837379,0.001182,0.152603,0.169688,31,657
1179,22/08/16 03,0,0.154888,0.705920,0.139192,0.998308,0.837320,0.000921,0.152774,0.169688,31,657
1180,22/08/16 04,0,0.137780,0.733289,0.128931,0.998303,0.836174,0.000949,0.154367,0.141839,31,659
1181,22/08/16 05,0,0.120456,0.770458,0.112302,0.998186,0.836040,0.001355,0.154423,0.234791,31,658
1182,22/08/16 06,0,0.127446,0.776596,0.095958,0.998262,0.836075,0.001198,0.154438,0.182856,31,655
1183,22/08/16 07,0,0.156328,0.710193,0.133479,0.998303,0.835947,0.000949,0.154665,0.169688,31,658
1184,22/08/16 08,0,0.111412,0.814822,0.073766,0.997853,0.834799,0.001782,0.156233,0.132153,31,658
1185,22/08/16 09,0,0.116661,0.801583,0.081756,0.997853,0.833771,0.001782,0.157641,0.102921,31,655
1186,22/08/16 10,0,0.122961,0.782950,0.094090,0.997929,0.833134,0.001685,0.158503,0.115347,31,653
1187,22/08/16 11,0,0.126354,0.771531,0.102115,0.997853,0.832533,0.001782,0.159321,0.101860,31,653
1188,22/08/16 12,0,0.128391,0.764014,0.107595,0.997888,0.832303,0.001473,0.159662,0.107855,31,653
1189,22/08/16 13,0,0.129704,0.758829,0.111467,0.998244,0.832156,0.001147,0.159887,0.101860,31,653
1190,22/08/16 14,0,0.130591,0.755138,0.114271,0.998295,0.832452,0.000894,0.159488,0.110753,31,654
1191,22/08/16 15,0,0.120387,0.765559,0.114054,0.998346,0.833824,0.000696,0.157347,0.333320,31,654
1192,22/08/16 16,0,0.119915,0.802769,0.080125,0.998199,0.834597,0.001338,0.156334,0.259590,31,657
1193,22/08/16 17,0,0.148616,0.733958,0.117426,0.998106,0.835112,0.001457,0.155629,0.202169,31,660
1194,22/08/16 18,0,0.113627,0.811300,0.075073,0.998128,0.834180,0.001429,0.156951,0.157449,31,658
1195,22/08/16 19,0,0.110580,0.805975,0.083445,0.998199,0.833411,0.001286,0.158029,0.122621,31,658
1196,22/08/16 20,0,0.113828,0.795930,0.090243,0.998282,0.832878,0.001001,0.158813,0.106765,31,653
1197,22/08/16 21,0,0.118267,0.803039,0.078694,0.998332,0.832695,0.000780,0.159149,0.115347,31,653
1198,22/08/16 22,0,0.125787,0.781279,0.092934,0.998355,0.832972,0.000638,0.158817,0.106765,31,653
1199,22/08/16 23,0,0.130121,0.767082,0.102797,0.998302,0.833451,0.000957,0.158211,0.127314,31,654
1200,23/08/16 00,0,0.151620,0.732745,0.115636,0.998019,0.834213,0.001538,0.157208,0.161942,31,659
1201,23/08/16 01,0,0.168805,0.670128,0.161068,0.998262,0.836108,0.001198,0.154450,0.214610,31,659
1202,23/08/16 02,0,0.182434,0.595782,0.221784,0.998262,0.838154,0.001198,0.151334,0.281386,31,660
